Date,AB01,AB02,AB03,AB04,AB05,AB06,AB07,AB08,AB09,AB10,SUM 
29-Nov-13,0,0,0,0,0,5,0,2,0,0,7
30-Nov-13,0,0,0,0,0,0,0,0,0,0,0
1-Dec-13,0,0,0,0,0,0,0,6,3,2,11
2-Dec-13,0,0,0,0,0,0,3,6,0,0,9
3-Dec-13,0,0,0,0,0,0,0,1,1,4,6
4-Dec-13,0,0,0,0,2,9,1,0,0,0,12
5-Dec-13,0,0,0,0,0,0,0,0,0,0,0
6-Dec-13,0,0,0,0,0,0,0,0,0,0,0
7-Dec-13,0,0,2,0,0,0,0,0,0,0,2
8-Dec-13,0,0,0,0,0,1,0,0,1,1,3
9-Dec-13,0,0,0,0,0,0,0,1,0,4,5
10-Dec-13,0,0,0,0,0,0,0,0,7,5,12
11-Dec-13,0,0,4,0,0,0,0,0,0,0,4
12-Dec-13,0,0,5,0,0,0,0,0,0,0,5
13-Dec-13,0,0,3,0,0,1,0,0,0,1,5
14-Dec-13,0,0,0,0,0,1,1,0,0,1,3
15-Dec-13,0,0,1,0,0,1,3,3,0,0,8
16-Dec-13,0,0,0,0,0,1,0,6,4,6,17
17-Dec-13,0,0,0,0,1,5,3,4,0,4,17
18-Dec-13,0,0,0,0,0,0,0,0,0,2,2
19-Dec-13,0,0,0,0,0,0,0,0,0,1,1
20-Dec-13,0,0,0,0,0,0,0,0,0,0,0
21-Dec-13,0,0,0,0,0,1,1,0,2,1,5
22-Dec-13,0,0,0,0,0,0,0,0,0,0,0
23-Dec-13,0,0,0,0,0,1,8,5,7,1,22
24-Dec-13,0,0,0,0,0,4,5,8,2,1,20
25-Dec-13,0,0,6,0,0,2,0,5,0,1,14
26-Dec-13,0,0,0,0,0,4,5,6,2,9,26
27-Dec-13,0,0,0,0,0,0,3,3,5,4,15
28-Dec-13,0,0,0,0,0,3,2,5,9,4,23
29-Dec-13,0,0,0,0,0,1,0,6,3,0,10
30-Dec-13,0,0,0,0,0,3,0,0,3,3,9
31-Dec-13,0,0,0,0,0,2,2,1,0,0,5
1-Jan-14,0,0,0,0,0,0,0,0,0,0,0
2-Jan-14,0,0,0,0,0,0,0,0,1,1,2
3-Jan-14,0,0,0,0,0,0,0,1,1,0,2
4-Jan-14,0,0,0,0,0,0,0,2,3,1,6
5-Jan-14,0,0,0,0,0,1,0,0,0,0,1
6-Jan-14,0,0,0,0,0,9,3,6,9,2,29
7-Jan-14,0,0,0,0,0,0,2,4,3,3,12
8-Jan-14,0,0,5,0,0,0,0,0,1,2,8
9-Jan-14,0,0,0,0,0,0,1,0,0,1,2
10-Jan-14,0,0,0,0,0,0,0,0,0,3,3
11-Jan-14,4,0,1,2,10,12,9,8,10,9,65
12-Jan-14,12,0,0,0,2,1,4,7,2,6,34
13-Jan-14,11,0,0,0,4,6,0,7,6,8,42
14-Jan-14,14,0,6,0,9,14,5,7,6,3,64
15-Jan-14,10,0,1,0,8,3,0,0,0,5,27
16-Jan-14,0,0,0,0,2,2,1,5,3,1,14
17-Jan-14,4,0,0,0,3,7,0,3,10,9,36
18-Jan-14,9,0,3,0,1,3,2,6,6,7,37
19-Jan-14,5,0,1,0,7,4,0,4,1,2,24
20-Jan-14,1,0,0,0,6,9,3,4,0,6,29
21-Jan-14,0,0,1,0,2,6,0,2,0,2,13
22-Jan-14,0,0,1,0,4,0,1,0,0,0,6
23-Jan-14,0,0,0,0,0,1,0,7,1,1,10
24-Jan-14,0,0,0,0,0,0,0,0,0,1,1
25-Jan-14,0,0,0,0,0,1,0,0,0,0,1
26-Jan-14,0,0,0,0,1,0,1,1,0,2,5
27-Jan-14,0,0,0,0,0,0,1,1,0,0,2
28-Jan-14,0,0,0,0,6,2,0,5,0,3,16
29-Jan-14,3,0,0,0,0,2,0,6,0,3,14
30-Jan-14,5,0,0,0,0,2,0,1,0,4,12
31-Jan-14,1,0,0,0,0,4,0,1,0,1,7
1-Feb-14,5,0,4,0,0,1,0,1,0,3,14
2-Feb-14,0,0,3,0,0,0,0,0,0,3,6
3-Feb-14,5,0,2,0,0,4,2,0,0,2,15
4-Feb-14,0,0,0,0,0,2,2,0,0,8,12
5-Feb-14,0,0,0,0,0,0,6,6,0,0,12
6-Feb-14,1,0,0,0,0,0,0,0,0,0,1
7-Feb-14,0,0,1,0,0,1,0,0,0,4,6
8-Feb-14,0,0,0,0,0,4,0,5,0,0,9
9-Feb-14,0,0,10,0,0,1,0,5,0,0,16
10-Feb-14,0,0,2,0,0,0,0,0,0,0,2
11-Feb-14,0,0,1,0,0,0,0,0,0,2,3
12-Feb-14,0,0,0,0,0,0,0,0,0,0,0
13-Feb-14,1,0,0,0,0,0,0,0,0,0,1
14-Feb-14,0,0,0,0,0,0,0,0,0,0,0
15-Feb-14,1,0,0,0,1,0,0,0,0,0,2
16-Feb-14,0,0,0,0,0,0,0,0,0,0,0
17-Feb-14,0,0,0,0,0,0,0,0,0,0,0
18-Feb-14,2,0,0,0,0,0,0,0,0,0,2
19-Feb-14,0,0,0,0,0,0,0,0,0,0,0
20-Feb-14,0,0,0,0,0,0,0,0,0,0,0
21-Feb-14,2,0,0,0,0,0,0,0,0,0,2
22-Feb-14,5,0,4,0,0,0,0,0,0,1,10
23-Feb-14,2,0,0,0,0,0,0,0,0,0,2
24-Feb-14,0,0,1,0,3,0,0,0,0,0,4
25-Feb-14,6,0,0,0,7,0,0,0,0,0,13
26-Feb-14,0,0,0,0,0,0,0,0,0,0,0
27-Feb-14,2,0,0,0,0,0,0,0,0,0,2
28-Feb-14,0,0,0,0,1,0,0,1,0,2,4
1-Mar-14,0,0,5,2,2,0,0,0,0,5,14
2-Mar-14,1,0,7,0,3,4,2,0,0,1,18
3-Mar-14,5,0,5,0,0,0,0,0,0,5,15
4-Mar-14,0,0,3,0,0,0,0,0,0,0,3
5-Mar-14,4,0,0,0,0,0,0,0,0,0,4
6-Mar-14,0,0,0,0,0,0,0,0,0,2,2
7-Mar-14,6,0,0,0,0,1,0,0,0,4,11
8-Mar-14,0,0,0,0,2,0,0,0,0,12,14
9-Mar-14,0,0,0,0,0,0,0,0,0,0,0
10-Mar-14,0,0,0,0,0,0,0,0,0,0,0
11-Mar-14,0,0,0,0,0,0,0,0,0,0,0
12-Mar-14,1,0,3,0,1,0,0,0,0,0,5
13-Mar-14,0,0,7,0,0,0,0,0,0,0,7
14-Mar-14,0,0,0,0,0,0,1,0,0,0,1
15-Mar-14,0,0,0,0,0,0,0,1,0,7,8
16-Mar-14,0,0,1,0,0,0,0,0,0,1,2
17-Mar-14,5,0,0,0,6,4,8,8,0,5,36
18-Mar-14,3,0,6,0,5,1,2,1,0,17,35
19-Mar-14,0,0,2,0,4,0,0,0,0,4,10
20-Mar-14,3,0,10,0,1,0,1,0,0,0,15
21-Mar-14,1,0,0,0,1,2,4,0,0,5,13
22-Mar-14,5,0,2,0,4,3,2,0,0,0,16
23-Mar-14,0,0,6,0,1,1,0,0,0,1,9
24-Mar-14,0,0,0,0,2,0,0,1,0,0,3
25-Mar-14,5,0,5,0,4,2,8,1,0,0,25
26-Mar-14,4,0,1,0,1,0,3,2,0,7,18
27-Mar-14,11,0,12,0,11,0,0,0,0,3,37
28-Mar-14,10,0,12,0,9,7,3,0,0,6,47
29-Mar-14,6,0,5,0,0,0,0,4,0,11,26
30-Mar-14,0,0,0,0,0,0,0,0,0,0,0
31-Mar-14,4,0,3,0,0,0,0,1,0,0,8
1-Apr-14,3,0,8,5,0,0,0,8,0,0,24
2-Apr-14,5,0,8,0,0,0,0,0,0,0,13
3-Apr-14,5,0,12,0,0,2,0,2,0,2,23
4-Apr-14,6,0,5,0,0,0,2,0,0,12,25
5-Apr-14,6,0,0,0,0,0,1,1,0,2,10
6-Apr-14,16,0,7,0,0,0,4,0,0,6,33
7-Apr-14,16,0,14,0,10,6,3,2,1,5,57
8-Apr-14,14,0,11,2,2,1,0,0,4,8,42
9-Apr-14,0,0,0,0,0,1,2,2,7,7,19
10-Apr-14,0,0,3,0,1,0,0,0,1,2,7
11-Apr-14,2,0,4,0,3,0,1,0,5,5,20
12-Apr-14,0,0,1,0,5,0,2,3,2,1,14
13-Apr-14,1,0,2,0,4,3,8,1,7,5,31
14-Apr-14,0,0,1,0,10,5,5,8,6,9,44
15-Apr-14,2,0,6,0,12,6,9,9,9,15,68
16-Apr-14,5,0,13,2,8,7,11,3,7,11,67
17-Apr-14,4,0,1,0,4,3,2,12,8,11,45
18-Apr-14,7,0,20,1,6,5,9,14,13,12,87
19-Apr-14,4,0,8,4,7,5,9,7,19,10,73
20-Apr-14,0,0,7,0,6,3,7,1,6,1,31
21-Apr-14,0,0,0,0,6,8,6,4,1,10,35
22-Apr-14,1,0,1,0,4,1,0,0,0,0,7
23-Apr-14,7,0,0,0,1,1,1,2,6,9,27
24-Apr-14,0,0,0,0,0,0,0,4,5,0,9
25-Apr-14,1,0,0,0,0,0,0,1,0,2,4
26-Apr-14,0,0,0,0,0,0,0,0,0,0,0
27-Apr-14,0,0,0,0,0,0,1,0,0,0,1
28-Apr-14,0,0,0,0,0,0,0,0,2,2,4
29-Apr-14,0,0,1,0,1,4,1,0,0,1,8
30-Apr-14,0,0,4,0,2,1,0,0,7,4,18
1-May-14,0,0,0,0,1,0,0,0,0,2,3
2-May-14,3,0,9,3,5,3,0,0,0,5,28
3-May-14,1,0,7,1,5,4,1,0,3,3,25
4-May-14,0,0,0,0,0,0,0,0,0,0,0
5-May-14,0,0,0,0,0,0,0,0,1,1,2
6-May-14,0,0,0,0,0,0,0,0,0,1,1
7-May-14,0,0,0,0,0,0,0,0,0,0,0
8-May-14,0,0,0,0,0,1,1,0,4,0,6
9-May-14,0,0,0,0,0,0,0,0,1,2,3
10-May-14,0,0,0,0,0,0,0,0,0,0,0
11-May-14,1,0,0,0,1,0,1,0,0,1,4
12-May-14,0,0,0,0,1,0,0,0,0,1,2
13-May-14,0,0,0,0,1,0,0,0,0,1,2
14-May-14,0,1,2,0,6,0,1,0,2,0,12
15-May-14,0,0,1,0,1,0,0,0,0,1,3
16-May-14,0,0,0,0,0,0,0,0,0,0,0
17-May-14,0,0,0,0,3,0,0,0,0,0,3
18-May-14,0,0,0,0,2,0,0,0,0,0,2
19-May-14,0,0,0,0,0,0,0,0,0,0,0
20-May-14,1,0,0,0,2,0,0,0,0,0,3
21-May-14,0,0,0,0,1,0,0,0,3,0,4
22-May-14,0,0,0,0,0,0,0,1,0,4,5
23-May-14,1,0,0,0,1,1,0,0,0,0,3
24-May-14,0,0,0,0,0,0,0,0,0,0,0
25-May-14,0,0,0,0,0,0,0,0,0,0,0
26-May-14,0,0,0,0,0,0,0,0,0,0,0
27-May-14,0,0,0,0,0,0,0,0,0,0,0
28-May-14,0,0,0,0,0,0,0,0,0,0,0
29-May-14,0,0,0,0,0,0,0,0,0,0,0
30-May-14,0,0,0,0,0,0,0,0,0,0,0
31-May-14,0,0,0,0,0,0,0,0,0,0,0
1-Jun-14,0,0,0,0,0,0,0,0,0,0,0
2-Jun-14,0,0,0,0,0,0,0,1,0,0,1
3-Jun-14,0,0,0,0,0,0,0,0,1,0,1
4-Jun-14,0,0,0,0,0,0,0,0,0,0,0
5-Jun-14,0,0,0,0,0,0,0,0,0,0,0
6-Jun-14,0,0,0,0,0,0,0,0,0,0,0
7-Jun-14,0,0,0,0,0,0,0,0,0,0,0
8-Jun-14,0,0,0,0,1,0,0,0,0,0,1
9-Jun-14,0,0,0,0,0,0,0,0,0,0,0
10-Jun-14,0,0,0,0,1,0,0,0,0,0,1
11-Jun-14,0,0,0,0,0,0,0,0,0,0,0
12-Jun-14,0,0,0,0,1,0,0,0,0,0,1
13-Jun-14,0,0,0,0,0,0,0,0,0,5,5
14-Jun-14,0,0,0,0,0,0,0,0,0,1,1
15-Jun-14,0,0,0,0,0,0,0,0,0,4,4
16-Jun-14,0,0,0,0,0,0,0,1,1,4,6
17-Jun-14,0,0,0,0,0,0,0,2,2,5,9
18-Jun-14,0,0,0,0,1,0,5,3,2,0,11
19-Jun-14,0,0,0,0,4,2,5,0,0,0,11
20-Jun-14,0,0,1,0,0,0,0,0,0,0,1
21-Jun-14,0,0,0,0,0,0,0,0,0,0,0
22-Jun-14,0,0,0,0,0,0,0,0,0,0,0
23-Jun-14,0,0,0,0,0,1,2,0,2,0,5
24-Jun-14,0,0,0,0,1,0,0,1,0,2,4
25-Jun-14,0,0,0,0,0,0,0,0,0,0,0
26-Jun-14,0,0,0,0,0,0,0,0,0,0,0
27-Jun-14,0,0,0,0,0,0,0,0,0,0,0
28-Jun-14,0,0,0,0,0,0,0,0,0,0,0
29-Jun-14,0,0,0,0,0,0,0,0,0,0,0
30-Jun-14,0,0,0,0,0,0,0,0,0,0,0
1-Jul-14,0,0,0,0,0,0,0,0,0,0,0
2-Jul-14,0,0,0,0,0,0,0,0,0,0,0
3-Jul-14,0,0,0,0,0,0,0,0,1,0,1
4-Jul-14,0,0,0,0,1,2,1,0,0,0,4
5-Jul-14,0,0,1,0,1,0,0,1,3,1,7
6-Jul-14,0,0,0,0,4,1,1,2,2,1,11
7-Jul-14,0,0,3,0,4,6,3,2,0,0,18
8-Jul-14,0,0,6,0,3,0,0,0,0,0,9
9-Jul-14,1,0,0,0,0,0,0,0,0,0,1
10-Jul-14,0,0,0,0,0,0,0,0,0,0,0
11-Jul-14,0,0,0,0,1,0,0,0,0,0,1
12-Jul-14,0,0,0,0,3,2,0,0,0,0,5
13-Jul-14,0,0,0,0,0,0,1,0,0,0,1
14-Jul-14,0,0,0,0,0,0,0,3,1,1,5
15-Jul-14,0,0,0,0,0,0,0,4,2,2,8
16-Jul-14,0,0,0,0,2,0,0,0,0,0,2
17-Jul-14,0,0,0,0,1,1,0,0,0,0,2
18-Jul-14,0,0,0,0,0,0,0,1,0,0,1
19-Jul-14,0,1,0,0,2,0,0,0,0,0,3
20-Jul-14,0,0,0,0,0,0,0,1,0,0,1
21-Jul-14,0,0,0,0,0,0,0,0,0,0,0
22-Jul-14,0,0,0,0,0,0,1,0,0,0,1
23-Jul-14,0,0,0,0,1,0,0,0,0,0,1
24-Jul-14,0,0,0,0,0,0,0,0,0,0,0
25-Jul-14,0,0,0,0,0,0,0,0,0,0,0
26-Jul-14,0,0,0,0,0,0,0,0,0,0,0
27-Jul-14,0,0,0,0,0,0,0,0,0,0,0
28-Jul-14,0,0,10,0,0,0,0,0,0,0,10
29-Jul-14,0,0,0,0,0,0,0,0,0,1,1
30-Jul-14,0,0,2,0,0,0,0,0,0,0,2
31-Jul-14,0,0,3,0,0,0,0,0,0,1,4
1-Aug-14,0,0,0,0,0,1,0,1,1,0,3
2-Aug-14,0,1,1,0,6,3,1,8,0,2,22
3-Aug-14,0,0,1,0,0,4,4,7,1,3,20
4-Aug-14,0,0,8,0,0,1,0,4,4,1,18
5-Aug-14,0,0,9,0,0,0,0,0,0,0,9
6-Aug-14,0,0,9,0,0,0,0,0,0,0,9
7-Aug-14,0,0,0,0,0,0,0,0,0,0,0
8-Aug-14,0,0,0,0,0,0,0,0,0,0,0
9-Aug-14,0,0,4,0,0,0,0,0,0,0,4
10-Aug-14,0,0,3,0,0,0,0,0,0,0,3
11-Aug-14,0,0,0,0,0,0,0,0,0,0,0
12-Aug-14,0,0,0,0,0,0,0,0,0,0,0
13-Aug-14,0,0,0,0,0,0,0,0,0,1,1
14-Aug-14,0,0,0,0,0,0,0,0,0,0,0
15-Aug-14,0,0,0,0,0,0,0,0,0,0,0
16-Aug-14,0,0,0,0,0,0,0,0,0,0,0
17-Aug-14,0,0,0,0,0,0,0,0,0,0,0
18-Aug-14,0,0,0,0,0,1,0,3,0,0,4
19-Aug-14,0,0,0,0,0,0,0,2,4,0,6
20-Aug-14,0,0,0,0,0,0,0,0,0,0,0
21-Aug-14,0,0,0,0,0,0,0,0,2,1,3
22-Aug-14,0,0,0,0,0,0,0,0,0,0,0
23-Aug-14,0,0,0,0,0,0,0,0,0,0,0
24-Aug-14,0,0,0,0,0,0,0,0,1,0,1
25-Aug-14,0,0,0,0,0,0,0,0,1,0,1
26-Aug-14,0,0,0,0,0,0,0,0,1,0,1
27-Aug-14,0,0,0,0,0,0,0,0,1,1,2
28-Aug-14,0,0,0,0,0,0,0,0,0,0,0
29-Aug-14,0,0,0,0,1,4,1,1,1,0,8
30-Aug-14,0,0,0,0,0,0,4,0,1,0,5
31-Aug-14,0,0,0,0,0,0,1,0,0,0,1
1-Sep-14,0,0,0,0,0,0,0,1,3,0,4
2-Sep-14,0,0,0,0,2,0,1,1,7,10,21
3-Sep-14,0,1,2,1,3,3,2,3,4,1,20
4-Sep-14,8,14,18,0,12,0,1,0,0,0,53
5-Sep-14,2,16,13,0,9,1,0,0,0,0,41
6-Sep-14,1,9,12,1,19,4,0,0,2,0,48
7-Sep-14,5,6,19,0,14,6,2,5,13,2,72
8-Sep-14,4,10,9,1,1,0,0,0,0,0,25
9-Sep-14,0,0,2,0,2,2,1,2,2,0,11
10-Sep-14,0,0,1,0,2,1,2,1,0,0,7
11-Sep-14,0,0,2,0,5,6,7,5,3,1,29
12-Sep-14,0,0,0,0,0,1,1,1,1,1,5
13-Sep-14,0,0,3,1,6,0,0,0,0,0,10
14-Sep-14,0,0,3,0,0,0,0,0,0,0,3
15-Sep-14,0,0,1,0,0,0,1,0,0,0,2
16-Sep-14,0,0,0,0,0,0,0,0,0,0,0
17-Sep-14,0,0,0,0,0,0,0,0,0,0,0
18-Sep-14,0,0,0,0,1,0,0,0,1,2,4
19-Sep-14,0,0,0,0,0,0,0,0,0,0,0
20-Sep-14,0,0,0,0,0,0,0,0,0,0,0
21-Sep-14,0,0,0,0,0,0,0,0,0,0,0
22-Sep-14,0,0,0,0,7,2,4,0,1,0,14
23-Sep-14,0,0,0,0,0,0,0,0,0,0,0
24-Sep-14,0,0,0,0,0,0,0,0,0,0,0
25-Sep-14,0,0,0,0,3,0,0,0,0,0,3
26-Sep-14,0,0,0,0,0,0,0,0,0,0,0
27-Sep-14,0,0,0,0,5,0,0,2,1,1,9
28-Sep-14,0,0,2,0,2,1,0,0,0,0,5
29-Sep-14,0,0,0,0,8,3,3,1,0,0,15
30-Sep-14,0,0,0,0,0,0,0,0,0,0,0
1-Oct-14,0,0,0,0,0,0,0,0,0,0,0
2-Oct-14,0,0,0,0,0,0,0,2,0,0,2
3-Oct-14,0,0,0,0,0,0,0,0,1,0,1
4-Oct-14,0,0,0,0,0,0,0,0,0,0,0
5-Oct-14,0,0,0,0,0,0,0,0,0,0,0
6-Oct-14,0,0,0,0,0,0,0,0,0,0,0
7-Oct-14,0,0,0,0,0,0,0,0,0,0,0
8-Oct-14,0,0,0,0,0,0,0,0,0,0,0
9-Oct-14,0,0,0,0,0,0,0,0,0,0,0
10-Oct-14,0,0,0,0,2,0,0,0,0,1,3
11-Oct-14,0,0,0,0,4,0,0,0,1,0,5
12-Oct-14,0,0,0,0,0,0,0,0,0,0,0
13-Oct-14,5,5,0,0,0,0,0,0,0,3,13
14-Oct-14,0,4,0,0,0,1,1,5,5,2,18
15-Oct-14,0,0,0,0,0,0,0,0,0,0,0
16-Oct-14,0,0,0,0,8,0,0,0,0,0,8
17-Oct-14,0,0,0,0,0,0,0,0,0,0,0
18-Oct-14,0,0,0,0,1,0,0,0,0,0,1
19-Oct-14,0,0,0,0,0,0,0,0,0,0,0
20-Oct-14,0,0,0,0,0,2,1,0,1,1,5
21-Oct-14,0,0,3,0,14,5,7,2,0,0,31
22-Oct-14,0,0,0,0,6,1,2,0,0,0,9
23-Oct-14,0,0,0,0,6,0,2,0,1,0,9
24-Oct-14,0,0,0,0,0,0,5,2,0,1,8
25-Oct-14,0,0,1,0,11,3,8,6,2,6,37
26-Oct-14,0,0,0,0,4,0,0,1,4,1,10
27-Oct-14,0,0,0,0,0,0,0,0,0,2,2
28-Oct-14,0,1,8,2,8,0,1,0,0,1,21
29-Oct-14,0,0,1,0,10,0,2,0,0,0,13
30-Oct-14,0,0,0,0,7,3,3,0,1,0,14
31-Oct-14,0,0,0,0,14,5,2,5,0,0,26
1-Nov-14,0,0,0,0,4,3,0,0,0,0,7
2-Nov-14,0,0,0,0,4,0,0,1,1,0,6
3-Nov-14,0,0,0,0,5,1,3,7,1,4,21
4-Nov-14,0,0,4,1,23,8,22,20,12,5,95
5-Nov-14,0,0,1,0,18,8,11,6,1,0,45
6-Nov-14,0,0,0,0,8,3,6,3,0,1,21
7-Nov-14,0,0,0,1,14,7,7,5,0,1,35
8-Nov-14,0,0,0,0,13,7,14,9,2,0,45
9-Nov-14,0,0,11,4,6,4,5,3,6,0,39
10-Nov-14,0,0,0,0,18,5,9,1,9,7,49
11-Nov-14,0,2,7,1,23,5,9,4,2,0,53
12-Nov-14,0,1,2,0,17,9,6,6,8,1,50
13-Nov-14,0,0,0,0,18,6,1,1,1,0,27
14-Nov-14,0,1,6,0,19,14,7,1,0,0,48
15-Nov-14,0,0,0,0,14,6,0,0,1,0,21
16-Nov-14,0,0,7,0,8,1,1,0,1,0,18
17-Nov-14,0,1,7,0,18,15,2,1,1,0,45
18-Nov-14,1,1,1,0,4,5,5,1,1,0,19
19-Nov-14,0,2,0,0,5,2,0,0,0,0,9
20-Nov-14,0,0,6,0,16,5,3,1,0,0,31
21-Nov-14,0,0,0,0,15,4,0,1,0,0,20
22-Nov-14,0,0,2,0,8,1,0,0,0,0,11
23-Nov-14,0,0,1,0,6,4,2,0,0,0,13
24-Nov-14,0,2,5,0,13,2,0,0,1,0,23
25-Nov-14,2,0,7,0,13,5,4,2,0,0,33
26-Nov-14,1,4,4,0,10,6,1,0,0,0,26
27-Nov-14,0,4,3,0,7,1,5,0,4,0,24
28-Nov-14,0,1,0,0,17,4,6,0,3,0,31
29-Nov-14,0,1,0,0,11,3,4,0,3,0,22
30-Nov-14,1,6,4,0,7,4,2,1,2,0,27
1-Dec-14,0,5,0,0,5,1,1,1,2,1,16
2-Dec-14,0,0,0,0,0,3,1,0,0,0,4
3-Dec-14,0,0,0,0,9,3,1,1,0,1,15
4-Dec-14,0,0,0,0,5,4,5,4,5,2,25
5-Dec-14,0,0,0,0,1,3,10,12,5,0,31
6-Dec-14,0,2,1,0,2,0,3,0,0,0,8
7-Dec-14,0,1,0,0,0,2,1,0,0,0,4
8-Dec-14,1,0,1,5,2,1,3,0,0,1,14
9-Dec-14,0,2,2,0,6,0,1,0,9,5,25
10-Dec-14,1,2,5,5,8,5,8,8,4,2,48
11-Dec-14,2,3,6,1,4,0,0,0,0,0,16
12-Dec-14,0,0,0,10,5,2,4,4,2,0,27
13-Dec-14,0,0,0,0,0,0,3,0,0,0,3
14-Dec-14,0,0,0,0,0,0,0,0,0,0,0
15-Dec-14,0,0,0,0,0,0,0,0,0,0,0
16-Dec-14,0,0,0,0,0,0,0,0,0,0,0
17-Dec-14,0,0,3,3,5,4,6,0,3,7,31
18-Dec-14,0,0,0,0,0,0,0,0,1,3,4
19-Dec-14,0,0,2,1,0,0,2,0,2,4,11
20-Dec-14,0,0,4,2,0,1,1,0,1,0,9
21-Dec-14,0,0,0,0,0,0,1,0,0,4,5
22-Dec-14,0,0,0,0,0,0,0,0,3,0,3
23-Dec-14,0,0,0,0,0,0,0,0,0,0,0
24-Dec-14,0,0,0,0,0,0,0,0,1,1,2
25-Dec-14,0,0,0,0,0,0,0,0,1,0,1
26-Dec-14,0,0,0,0,0,0,0,0,0,0,0
27-Dec-14,0,0,5,2,0,0,0,1,0,0,8
28-Dec-14,0,0,8,0,0,6,9,0,0,0,23
29-Dec-14,0,0,0,0,0,0,0,0,0,0,0
30-Dec-14,0,0,0,0,0,0,0,0,0,0,0
31-Dec-14,0,0,0,0,0,0,0,0,0,0,0
1-Jan-15,0,0,0,0,0,0,0,0,0,0,0
2-Jan-15,0,0,0,8,0,0,0,0,0,0,8
3-Jan-15,0,0,0,0,0,0,0,0,0,0,0
4-Jan-15,0,0,0,0,0,0,0,0,0,0,0
5-Jan-15,2,0,0,0,3,0,0,0,0,0,5
6-Jan-15,0,0,0,0,0,0,0,0,0,0,0
7-Jan-15,0,0,0,0,0,0,0,0,0,0,0
8-Jan-15,0,0,0,0,0,0,0,0,1,0,1
9-Jan-15,0,0,0,0,0,0,0,0,0,1,1
10-Jan-15,0,0,1,0,1,0,0,0,0,0,2
11-Jan-15,5,1,1,0,0,0,0,0,0,0,7
12-Jan-15,3,3,5,5,9,6,2,0,0,0,33
13-Jan-15,2,4,4,0,13,9,10,6,3,6,57
14-Jan-15,1,0,0,0,4,0,0,0,3,1,9
15-Jan-15,0,1,2,0,0,0,0,0,5,2,10
16-Jan-15,1,0,0,0,0,0,1,0,4,0,6
17-Jan-15,0,0,0,0,0,0,0,0,1,0,1
18-Jan-15,0,0,0,0,0,0,0,0,0,1,1
19-Jan-15,0,0,0,0,2,1,5,3,5,6,22
20-Jan-15,0,0,0,0,0,0,1,0,1,5,7
21-Jan-15,0,0,0,0,3,0,3,1,1,0,8
22-Jan-15,5,0,0,0,1,3,0,2,1,0,12
23-Jan-15,5,0,0,0,0,0,0,0,1,0,6
24-Jan-15,0,0,0,0,2,0,0,0,0,1,3
25-Jan-15,0,0,0,0,0,0,0,0,0,0,0
26-Jan-15,0,0,0,0,0,0,0,0,0,1,1
27-Jan-15,0,0,0,0,0,0,0,0,0,0,0
28-Jan-15,0,0,0,0,0,0,0,0,0,0,0
29-Jan-15,0,0,0,0,0,0,0,0,0,0,0
30-Jan-15,0,1,0,0,0,0,0,0,0,0,1
31-Jan-15,0,0,0,0,0,0,0,0,0,0,0
1-Feb-15,0,0,0,0,0,0,0,0,0,0,0
2-Feb-15,5,0,0,0,0,0,0,0,0,0,5
3-Feb-15,0,0,0,0,0,0,0,0,0,0,0
4-Feb-15,0,0,0,0,0,0,0,0,0,0,0
5-Feb-15,7,0,3,0,0,0,0,0,0,0,10
6-Feb-15,3,0,0,0,1,0,0,0,0,0,4
7-Feb-15,0,3,9,12,0,0,0,0,0,0,24
8-Feb-15,14,10,9,0,0,0,0,0,0,0,33
9-Feb-15,4,7,0,0,0,0,0,0,0,0,11
10-Feb-15,0,0,0,0,0,0,0,0,0,0,0
11-Feb-15,0,0,0,0,0,0,0,0,0,0,0
12-Feb-15,4,0,3,0,0,0,0,0,0,0,7
13-Feb-15,0,0,0,0,0,0,0,0,0,0,0
14-Feb-15,0,0,0,0,0,0,0,0,0,0,0
15-Feb-15,0,0,0,0,0,0,0,0,0,0,0
16-Feb-15,0,0,3,0,0,0,0,0,0,0,3
17-Feb-15,0,0,2,0,0,0,0,0,0,0,2
18-Feb-15,1,1,2,0,0,0,0,0,0,0,4
19-Feb-15,7,1,1,0,0,0,0,0,0,0,9
20-Feb-15,0,0,0,0,0,0,0,0,0,0,0
21-Feb-15,0,0,0,0,0,0,0,0,0,0,0
22-Feb-15,0,0,1,0,0,0,0,0,0,0,1
23-Feb-15,0,0,2,0,0,0,0,0,0,0,2
24-Feb-15,0,5,2,0,0,0,0,0,0,0,7
25-Feb-15,0,0,6,0,0,0,0,0,0,0,6
26-Feb-15,0,0,0,3,0,0,0,0,0,0,3
27-Feb-15,0,2,22,21,0,0,0,0,0,0,45
28-Feb-15,0,10,12,0,0,0,0,0,0,0,22
1-Mar-15,0,1,4,0,0,0,0,0,0,0,5
2-Mar-15,0,0,6,0,0,0,0,0,0,0,6
3-Mar-15,0,0,0,0,0,0,0,0,0,0,0
4-Mar-15,0,0,1,0,0,0,0,0,0,0,1
5-Mar-15,0,3,0,0,0,0,0,0,0,0,3
6-Mar-15,0,0,7,0,0,0,0,0,0,0,7
7-Mar-15,0,3,0,0,0,0,0,0,0,0,3
8-Mar-15,0,0,5,0,0,0,0,0,0,0,5
9-Mar-15,0,0,0,0,0,0,0,0,0,0,0
10-Mar-15,0,2,0,0,0,0,0,0,0,0,2
